epoch,accuracy,loss,val_accuracy,val_loss
59,0.6667715943718361,0.8636450111108311,0.667,0.8705799453258515
60,0.6666674792514009,0.8623967762215663,0.672,0.8720408041477203
61,0.6666876566359552,0.862312286738622,0.671,0.8730538425445556
62,0.667563361283076,0.8611056086875625,0.669,0.8726939659118652
63,0.667481037646027,0.8604796879877479,0.671,0.8683343008756638
64,0.6675165499418468,0.8600608491796559,0.666,0.8717920682430267
65,0.6680879794692589,0.8594878264655501,0.672,0.8718473119735718
66,0.6670088833671505,0.8585678280662682,0.675,0.8704821121692657
67,0.669200973591562,0.8576627418651419,0.671,0.871633606672287
68,0.6686537578954534,0.8574027695140596,0.667,0.8710287721157074
69,0.6692082368721396,0.8570478816658763,0.666,0.8689361660480499
70,0.668803070990716,0.8561593373953286,0.675,0.8647303142547608
71,0.6690137256757688,0.855668957885039,0.671,0.8660770226716995
72,0.6695197787577823,0.8548366683519493,0.666,0.8678534412384034
73,0.668460860747402,0.854632473800142,0.67,0.8671085712909699
74,0.669860376190331,0.8538718661009255,0.669,0.8646155916452408
75,0.669800649861158,0.8535406789537203,0.673,0.8654054703712464
76,0.6697683662428694,0.8527056104550927,0.668,0.8665470464229583
77,0.6699007299744477,0.8523149620678465,0.669,0.8622137023210525
78,0.6697046046287326,0.8520231939725956,0.675,0.8624147317409515
79,0.6698426191331976,0.8510141104207201,0.665,0.8652710046768188
80,0.6701598118927519,0.8506608001256393,0.669,0.8638623719215393
81,0.670924943483482,0.8502051919446153,0.671,0.8637616665363311
82,0.6706690928693545,0.8497471291634996,0.672,0.8627523906230926
83,0.6717037979829109,0.849349120259285,0.671,0.8599966268539428
84,0.6704156621027801,0.8492661498360715,0.67,0.8597775276899338
85,0.6705665904586599,0.848361890952466,0.67,0.861642340183258
86,0.6705665911153211,0.8478068050186512,0.678,0.8627557680606842
87,0.6702550487750668,0.8474415344707037,0.672,0.8586836698055267
88,0.6706053307753498,0.8470915861048941,0.677,0.8582067956924438
89,0.6724535963545412,0.8463982978109587,0.673,0.8619532175064087
90,0.670366428716708,0.846016620150057,0.669,0.8584973690509796
91,0.6709911263090069,0.8457383771821604,0.675,0.8572647042274475
92,0.6708805541113272,0.8452274082323252,0.672,0.8588272305727005
93,0.6722284147294901,0.8447723796307031,0.67,0.8585528607368469
94,0.672523814364005,0.8442783752740439,0.674,0.8555792169570923
95,0.6723527071839672,0.843600163065781,0.678,0.860806538105011
96,0.6723874133017104,0.8436396970082137,0.675,0.8565922894477844
97,0.67247054455644,0.8432080259262505,0.669,0.8598249961137772
98,0.6724011348213179,0.8427748550802975,0.679,0.8547938228845596
99,0.6734560176982718,0.8422964900732041,0.669,0.8549779777526856
