epoch,accuracy,loss,val_accuracy,val_loss
0,0.4456440677140224,1.503262114474329,0.539,1.2554527277946472
1,0.5654350307280734,1.1890544448868703,0.588,1.1615399837493896
2,0.5918514964439101,1.119009903325873,0.619,1.1028170807361604
3,0.606808720604848,1.0783838758024118,0.609,1.0786605319976807
4,0.6154802303445541,1.0519811489824522,0.621,1.0512182097434997
5,0.6220177604232804,1.032470113190554,0.631,1.036246383190155
6,0.6248902379203651,1.0161015086254832,0.646,1.0247664270401
7,0.6283623933792114,1.0045173565715046,0.617,1.0193336391448975
8,0.6312372924160149,0.9931109154628495,0.631,0.993140300989151
9,0.6327183254694535,0.9826375954231974,0.646,0.9854140672683716
10,0.635751416849888,0.9728847186949293,0.657,0.9743680412769318
11,0.6387070259047767,0.9635822648214082,0.642,0.9690534222126007
12,0.6391485118007256,0.9559592540991508,0.638,0.9568492963314056
13,0.6425746615912955,0.9488159597930261,0.645,0.9531361322402954
14,0.6437837010975611,0.9416382793652809,0.647,0.9534502050876618
15,0.6474979867369441,0.9343328359773604,0.664,0.9465449883937835
16,0.6479644925159923,0.9300037464347937,0.648,0.9326066737174987
17,0.6490096889057402,0.9239705662101002,0.645,0.9412039408683777
18,0.6522945977368597,0.9180529844962945,0.641,0.931744169473648
19,0.65296852765447,0.913825020598153,0.656,0.9196814024448394
20,0.6547086401763609,0.9091545528274472,0.664,0.9169152281284332
21,0.6558837826979362,0.9050861462698144,0.659,0.9165791049003601
22,0.6590169539643547,0.9003866719492412,0.661,0.9109900002479553
23,0.6587489963335506,0.8966973176447012,0.665,0.9105497915744781
24,0.6587506103313575,0.8927828882710408,0.665,0.901625314950943
25,0.6626287372435553,0.8890721293829256,0.667,0.902424199104309
26,0.6623801497584683,0.8862919571541124,0.674,0.9017860622406005
27,0.6634842665266183,0.8822278886023215,0.667,0.8904101539850235
28,0.66410654230138,0.8789690213688349,0.664,0.8958761532306672
29,0.6648498838483277,0.8755098858627223,0.668,0.8898636746406555
30,0.6660952426366887,0.8720164351544137,0.673,0.8856704194545746
31,0.6676594073489561,0.8687563460509656,0.669,0.886176404953003
32,0.667562555559611,0.8672268261091184,0.674,0.8779315636157989
33,0.6687425382814165,0.863213253728414,0.675,0.8848699831962585
34,0.6698926592277268,0.8617352529097412,0.666,0.8820320937633515
35,0.6693422156622855,0.8592668089321104,0.672,0.8749248501062393
36,0.6714366471615888,0.8571984430490914,0.668,0.8788732559680938
37,0.6709192949583975,0.8539839327082795,0.675,0.8704570064544678
38,0.6721654604047032,0.8527725935487424,0.674,0.8638244392871857
39,0.6730258322115672,0.8507130128347268,0.672,0.8715050932168961
40,0.6721565820655581,0.8494760574678243,0.68,0.866776029586792
41,0.6724883019924164,0.8471541558786974,0.672,0.8663056356906891
42,0.6737707876047846,0.845731920736321,0.682,0.8622709906101227
43,0.6754083988525099,0.8438830330462779,0.672,0.8658981400728226
44,0.675569818838168,0.842335215135146,0.68,0.8630771498680114
45,0.6754027479785983,0.8411204889164132,0.677,0.8605087151527405
46,0.6760322881957231,0.8394427764213691,0.687,0.8574558185338974
47,0.6765302702531977,0.8380940086508202,0.684,0.858530922293663
48,0.6772913682763859,0.837072915091353,0.672,0.859807852268219
49,0.6766400373840736,0.8358638387110273,0.68,0.8564416153430938
50,0.6775649766043081,0.8337255206653628,0.673,0.8621864473819733
51,0.6775230068776568,0.8332017574522455,0.676,0.8520175654888154
52,0.6782695767738052,0.8313801352502936,0.691,0.8549173514842987
53,0.6767449593645031,0.8316883386191675,0.669,0.8506627695560456
54,0.6758216356321917,0.8342972023507296,0.669,0.855794667005539
55,0.6763123530199973,0.8319413653874801,0.687,0.8499070023298263
56,0.6775819259932485,0.8320536438438852,0.674,0.8506733167171479
57,0.6773849928278034,0.8304609620470111,0.682,0.849912045955658
58,0.678035517062171,0.8282681884654498,0.686,0.8449880213737487
59,0.6797675588625972,0.8265269453242674,0.685,0.8487885748147964
60,0.6820597307409271,0.823165331225274,0.685,0.8371322755813598
61,0.6817828937102173,0.8221977212166383,0.684,0.8399599469900131
62,0.6832195366085586,0.8200075708708521,0.687,0.844969565987587
63,0.68319128830049,0.8186386539521864,0.682,0.8391387323141098
64,0.6837611022389541,0.8180924424175489,0.681,0.8387622854709625
65,0.6838143700512789,0.8176778942851697,0.683,0.8464104471206665
66,0.6841557748742023,0.8160260995565835,0.685,0.8393595579862595
67,0.6842413273908324,0.8144330092910993,0.679,0.8443587410449982
68,0.6860000042592065,0.8136293363268092,0.688,0.8393412156105041
69,0.685904766063569,0.8124993418485431,0.681,0.8363617894649505
70,0.6866279301249375,0.8117452630299633,0.685,0.8265239382982255
71,0.6863276883454646,0.8110128964660531,0.687,0.8357825455665588
72,0.6883139676209223,0.8091462273213823,0.686,0.8335601649284363
73,0.6875310779880669,0.8087391913189727,0.688,0.8280319161415101
74,0.6872146934523421,0.8079340504892801,0.68,0.8400055320262909
75,0.6881646528587503,0.8074669760162547,0.691,0.830345177769661
76,0.6881904809404228,0.8067933226035813,0.682,0.8343314709663391
77,0.6893357588578078,0.8055231853814449,0.692,0.8214433945417404
78,0.6895391493530597,0.8052795194468256,0.679,0.8373734350204468
79,0.6898119495581773,0.8045310543755354,0.684,0.8270167919397354
80,0.6910064609879154,0.8030026416657334,0.688,0.8264642680883407
81,0.6909572275765872,0.8022355911590285,0.692,0.824132010936737
82,0.6917046037770934,0.8022051890017623,0.685,0.8273313236236572
83,0.6916795847779613,0.8017890805915251,0.699,0.8214193458557129
84,0.6917764366430751,0.8015540086869466,0.692,0.8150293561220169
85,0.6896029101842541,0.8007033068497302,0.681,0.8332357704639435
86,0.6916271233962754,0.800313077235626,0.692,0.8224881918430328
87,0.6925891893900047,0.7991391654994529,0.7,0.8181546226739883
88,0.6920508513511238,0.7989259571594707,0.69,0.819478613615036
89,0.6937691719855292,0.7979498975862891,0.682,0.8376045842170715
90,0.6916101738052853,0.7975834775526645,0.69,0.81775929915905
91,0.6934681234470869,0.7969397921683424,0.697,0.8162192556858062
92,0.693611787663678,0.7963328061467511,0.69,0.8172568693161011
93,0.6934132399195332,0.7952090925836968,0.681,0.8292324485778808
94,0.6944810370014886,0.7957813544798705,0.702,0.8095393948554993
95,0.6933583573264591,0.7942335106811281,0.691,0.820169171333313
96,0.6947901573221562,0.7949419685086961,0.695,0.8166474294662476
97,0.694470544487743,0.7944334246091923,0.686,0.8195999186038971
98,0.6954309971908391,0.7932059492095042,0.688,0.8177103462219238
99,0.6950419730049069,0.7930512134806584,0.686,0.8163117165565491
